,Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Location,City,Latitude,Longitude,Rent_per_bed,Rent_per_bath
115,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Villa,1504,17.029972752043598,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
116,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Townhouse,1992,12.857971395117254,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
117,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Villa,1992,12.857971395117254,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
118,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Townhouse,1505,17.018657155530615,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
119,"Badrah, Dubai Waterfront, Dubai",25613.07901907357,3,2,Townhouse,1027,24.939706931911946,Medium,Yearly,Unfurnished,For Rent,Dubai Waterfront,Dubai,24.94481735,54.998448956903374,8537.693006357857,12806.539509536786
120,"Samana Hills, Arjan, Dubai",25613.07901907357,1,2,Apartment,1124,22.787436849709582,Medium,Yearly,Furnished,For Rent,Arjan,Dubai,25.0627549,55.2392983,25613.07901907357,12806.539509536786
121,"Chaimaa Avenue Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25613.07901907357,1,2,Apartment,690,37.12040438692098,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25613.07901907357,12806.539509536786
122,"Q Gardens Boutique Residences, Arjan, Dubai",25613.07901907357,1,2,Apartment,959,26.708111594445853,Medium,Yearly,Unfurnished,For Rent,Arjan,Dubai,25.0627549,55.2392983,25613.07901907357,12806.539509536786
123,"Jumeirah Garden City, Al Satwa, Dubai",25613.07901907357,2,2,Apartment,1357,18.874781885558583,Medium,Yearly,Unfurnished,For Rent,Al Satwa,Dubai,25.2208602,55.2737617,12806.539509536786,12806.539509536786
124,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Townhouse,1504,17.029972752043598,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
125,"Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Villa,1505,17.018657155530615,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
126,"Prime Views, Meydan Avenue, Meydan City, Dubai",25613.07901907357,1,2,Apartment,832,30.784950744078813,Medium,Yearly,Furnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,25613.07901907357,12806.539509536786
127,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Villa,1505,17.018657155530615,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
128,"Jumeirah Garden City, Al Satwa, Dubai",25613.07901907357,2,2,Apartment,1270,20.167778755176037,Medium,Yearly,Unfurnished,For Rent,Al Satwa,Dubai,25.2208602,55.2737617,12806.539509536786,12806.539509536786
129,"Al Warqaa 1, Al Warqaa, Dubai",25613.07901907357,3,2,Apartment,1603,15.978215233358435,Medium,Yearly,Unfurnished,For Rent,Al Warqaa,Dubai,25.18047865,55.45297285088414,8537.693006357857,12806.539509536786
130,"Jumeirah Garden City, Al Satwa, Dubai",25613.07901907357,2,2,Apartment,1154,22.195042477533423,Medium,Yearly,Unfurnished,For Rent,Al Satwa,Dubai,25.2208602,55.2737617,12806.539509536786,12806.539509536786
131,"Prive Residences, Dubai Hills Estate, Dubai",25613.07901907357,1,2,Apartment,708,36.176665281177364,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,25613.07901907357,12806.539509536786
132,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25613.07901907357,3,2,Townhouse,1945,13.16867815890672,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8537.693006357857,12806.539509536786
133,"Building 2A, Residences 2, Expo Village, Expo City, Dubai",25613.07901907357,2,2,Apartment,1255,20.40882790463215,Medium,Yearly,Furnished,For Rent,Expo City,Dubai,24.9592316,55.15510126455556,12806.539509536786,12806.539509536786
134,"Residences 2, Expo Village, Expo City, Dubai",25613.07901907357,2,2,Apartment,1100,23.28461729006688,Medium,Yearly,Furnished,For Rent,Expo City,Dubai,24.9592316,55.15510126455556,12806.539509536786,12806.539509536786
135,"Building 2A, Residences 2, Expo Village, Expo City, Dubai",25613.07901907357,2,2,Apartment,1186,21.596188043063716,Medium,Yearly,Furnished,For Rent,Expo City,Dubai,24.9592316,55.15510126455556,12806.539509536786,12806.539509536786
136,"Al Mankhool, Bur Dubai, Dubai",25613.07901907357,2,3,Apartment,1245,20.572754232187606,Medium,Yearly,Unfurnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,12806.539509536786,8537.693006357857
137,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25734.059945504086,3,2,Townhouse,1504,17.110412197808568,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8578.019981834695,12867.029972752043
138,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25749.046321525886,3,2,Townhouse,1483,17.36280938740788,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8583.015440508629,12874.523160762943
139,"Duja Tower, Sheikh Zayed Road, Dubai",25749.318801089918,1,2,Apartment,1060,24.29181018970747,Medium,Yearly,Unfurnished,For Rent,Sheikh Zayed Road,Dubai,25.21762295,55.27828309,25749.318801089918,12874.659400544959
140,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",25749.318801089918,3,2,Townhouse,1990,12.93935618145222,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8583.106267029973,12874.659400544959
141,"Aykon City Tower C, Aykon City, Business Bay, Dubai",25749.318801089918,1,2,Apartment,577,44.6262024282321,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25749.318801089918,12874.659400544959
142,"Radisson Blu Residence Dubai Silicon Oasis, Dubai Silicon Oasis (DSO), Dubai",25749.318801089918,1,2,Hotel Apartment,750,34.33242506811989,Medium,Yearly,Furnished,For Rent,Dubai Silicon Oasis (Dso),Dubai,25.118441,55.387147,25749.318801089918,12874.659400544959
143,"Duja Tower, Sheikh Zayed Road, Dubai",25749.318801089918,1,2,Apartment,950,27.104546106410442,Medium,Yearly,Unfurnished,For Rent,Sheikh Zayed Road,Dubai,25.21762295,55.27828309,25749.318801089918,12874.659400544959
144,"Radisson Blu Residence Dubai Silicon Oasis, Dubai Silicon Oasis (DSO), Dubai",25749.318801089918,1,2,Hotel Apartment,772,33.35403989778487,Medium,Yearly,Furnished,For Rent,Dubai Silicon Oasis (Dso),Dubai,25.118441,55.387147,25749.318801089918,12874.659400544959
145,"Belgravia Square, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25858.310626702998,1,2,Apartment,949,27.247956403269754,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25858.310626702998,12929.155313351499
146,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25858.310626702998,2,2,Apartment,988,26.172379176824894,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12929.155313351499,12929.155313351499
147,"Palm Views West, Palm Views, Palm Jumeirah, Dubai",25882.83378746594,0,2,Apartment,549,47.14541673491064,Medium,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,25882.83378746594,12941.41689373297
148,"Boutique 7 Hotel Apartments, Barsha Heights (Tecom), Dubai",25882.83378746594,1,2,Apartment,783,33.0559818486155,Medium,Yearly,Furnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,25882.83378746594,12941.41689373297
149,"Golf Horizon Tower A, Golf Horizon, DAMAC Hills, Dubai",25882.83378746594,1,2,Apartment,960,26.961285195277025,Medium,Yearly,Unfurnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,25882.83378746594,12941.41689373297
150,"Suburbia, Downtown Jebel Ali, Jebel Ali, Dubai",25884.74114441417,3,2,Apartment,1615,16.027703494993293,Medium,Yearly,Furnished,For Rent,Jebel Ali,Dubai,24.9775987,55.0910742,8628.247048138057,12942.370572207084
151,"Arabian, Canal Residence West, Dubai Sports City, Dubai",25884.74114441417,2,2,Apartment,1477,17.525214046321526,Medium,Yearly,Furnished,For Rent,Dubai Sports City,Dubai,25.0321379,55.219353,12942.370572207084,12942.370572207084
152,"Mag 218 Tower, Dubai Marina, Dubai",25884.74114441417,1,2,Apartment,910,28.44477048836722,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25884.74114441417,12942.370572207084
153,"Mag 218 Tower, Dubai Marina, Dubai",25884.74114441417,1,2,Apartment,866,29.890001321494424,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25884.74114441417,12942.370572207084
154,"Time Place, Dubai Marina, Dubai",25884.74114441417,1,2,Apartment,883,29.314542632405622,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25884.74114441417,12942.370572207084
155,"Princess Tower, Dubai Marina, Dubai",25884.74114441417,1,2,Apartment,922,28.074556555763742,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25884.74114441417,12942.370572207084
156,"Mag 218 Tower, Dubai Marina, Dubai",25884.74114441417,1,2,Apartment,906,28.570354464033297,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25884.74114441417,12942.370572207084
157,"Golf Horizon Tower A, Golf Horizon, DAMAC Hills, Dubai",25885.0136239782,1,2,Apartment,1025,25.253671828337875,Medium,Yearly,Unfurnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,25885.0136239782,12942.5068119891
158,"SOL Avenue, Business Bay, Dubai",25885.0136239782,1,2,Apartment,919,28.166500134905554,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.0136239782,12942.5068119891
159,"Binghatti Jasmine, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,975,26.54901138692098,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
160,"Azizi Riviera 17, Azizi Riviera, Meydan One, Meydan City, Dubai",25885.286103542236,1,1,Apartment,829,31.224711825744556,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,25885.286103542236,25885.286103542236
161,"Azizi Tulip, Al Furjan, Dubai",25885.286103542236,2,3,Apartment,1327,19.50662102753748,Medium,Yearly,Unfurnished,For Rent,Al Furjan,Dubai,25.0267099,55.1469903,12942.643051771118,8628.428701180745
162,"Icon Tower 2, JLT Cluster L, Jumeirah Lake Towers (JLT), Dubai",25885.286103542236,2,2,Apartment,970,26.68586196241467,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,12942.643051771118,12942.643051771118
163,"The Lofts Podium, The Lofts, Downtown Dubai, Dubai",25885.286103542236,1,2,Apartment,693,37.35250519991664,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,25885.286103542236,12942.643051771118
164,"Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",25885.286103542236,1,2,Apartment,649,39.8848784338093,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,25885.286103542236,12942.643051771118
165,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,1,2,Apartment,786,32.932933973972304,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25885.286103542236,12942.643051771118
166,"Armada Tower 1, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT), Dubai",25885.286103542236,1,2,Apartment,896,28.88982824056053,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,25885.286103542236,12942.643051771118
167,"U-Bora Tower 1, U-Bora Tower, Business Bay, Dubai",25885.286103542236,1,2,Apartment,1007,25.70534866290192,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
168,"Sanibel Tower, Park Island, Dubai Marina, Dubai",25885.286103542236,1,2,Apartment,709,36.50957137312022,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25885.286103542236,12942.643051771118
169,"Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,1,2,Apartment,903,28.665876083656958,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25885.286103542236,12942.643051771118
170,"Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,1,2,Apartment,904,28.634166043741413,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25885.286103542236,12942.643051771118
171,"GMM Tower 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,1149,22.528534467834845,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
172,"Oxford Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,1206,21.4637529880118,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
173,"Merano Tower, Business Bay, Dubai",25885.286103542236,1,2,Apartment,662,39.101640639791896,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
174,"Princess Tower, Dubai Marina, Dubai",25885.286103542236,1,2,Apartment,923,28.04473033969906,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,25885.286103542236,12942.643051771118
175,"Eleganz by Danube, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,1,2,Apartment,882,29.348396942791652,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,25885.286103542236,12942.643051771118
176,"Hayat Boulevard 1B, Hayat Boulevard, Town Square, Dubai",25885.286103542236,2,2,Apartment,896,28.88982824056053,Medium,Yearly,Furnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,12942.643051771118,12942.643051771118
177,"Azizi Riviera 10, Azizi Riviera, Meydan One, Meydan City, Dubai",25885.286103542236,1,2,Apartment,591,43.79913046284642,Medium,Yearly,Furnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,25885.286103542236,12942.643051771118
178,"Scala Tower, Business Bay, Dubai",25885.286103542236,1,2,Apartment,921,28.10563094847148,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
179,"Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT), Dubai",25885.286103542236,2,2,Apartment,853,30.34617362666147,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,12942.643051771118,12942.643051771118
180,"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,905,28.602526081262134,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
181,"Zada Tower, Business Bay, Dubai",25885.286103542236,1,2,Apartment,476,54.38085315870216,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
182,"Golf Horizon Tower A, Golf Horizon, DAMAC Hills, Dubai",25885.286103542236,1,2,Apartment,960,26.963839691189825,Medium,Yearly,Unfurnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,25885.286103542236,12942.643051771118
183,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",25885.286103542236,1,2,Apartment,708,36.56113856432519,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,25885.286103542236,12942.643051771118
184,"Park Ridge Tower C, Park Ridge, Dubai Hills Estate, Dubai",25885.286103542236,1,2,Apartment,664,38.983864613768425,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,25885.286103542236,12942.643051771118
185,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,960,26.963839691189825,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
186,"Park Central, Business Bay, Dubai",25885.286103542236,1,2,Apartment,675,38.34857200524775,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
187,"Park Central, Business Bay, Dubai",25885.286103542236,1,2,Apartment,672,38.51977098741404,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,25885.286103542236,12942.643051771118
188,"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",25885.286103542236,1,2,Apartment,742,34.88583032822403,Medium,Yearly,Furnished,For Rent,Al Jaddaf,Dubai,25.2075039,55.3224277,25885.286103542236,12942.643051771118
189,"Casa Grande, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25885.286103542236,2,2,Apartment,1056,24.5125815374453,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,12942.643051771118,12942.643051771118
190,"Socio Tower B, Socio, Dubai Hills Estate, Dubai",25885.286103542236,1,2,Apartment,473,54.72576343243601,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,25885.286103542236,12942.643051771118
191,"Icon Tower 1, JLT Cluster M, Jumeirah Lake Towers (JLT), Dubai",25885.286103542236,1,2,Apartment,832,31.11212272060365,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,25885.286103542236,12942.643051771118
192,"Expo Golf Villas 1 (Parkside 1), Expo Golf Villas, Emaar South, Dubai South, Dubai",25885.286103542236,3,2,Townhouse,1470,17.609038165674992,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8628.428701180745,12942.643051771118
193,"Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT), Dubai",25885.286103542236,1,2,Apartment,890,29.084591127575543,Medium,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,25885.286103542236,12942.643051771118
