instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area
11/4/18,26100832,COMPLETED,Land,,Al Qusais First,3464.07
11/4/18,13829970,COMPLETED,Land,Commercial,Al Barsha Second,1713.13
12/4/18,2527363,COMPLETED,Unit,Flat,Al Kheeran,234.8
15-04-2018,870257,COMPLETED,Unit,Office,Al Thanyah Fifth,310.96
15-04-2018,869725,COMPLETED,Unit,Office,Al Thanyah Fifth,310.77
18-04-2018,15255976,COMPLETED,Land,Residential,Al Twar Third,2230.89
19-04-2018,7500000,COMPLETED,Land,Residential,Um Suqaim Third,1393.55
22-04-2018,2045299,COMPLETED,Unit,Office,Al Thanyah Fifth,844.51
22-04-2018,1476417050,COMPLETED,Land,General Use,Burj Khalifa,91442.51
24-04-2018,163149540,COMPLETED,Land,Residential,Al Wasl,11659.31
24-04-2018,6649745,COMPLETED,Land,,Jabal Ali Industrial First,4412.73
30-04-2018,6000000,COMPLETED,Building,Villa,Al Hebiah First,1096.95
30-04-2018,91822094,COMPLETED,Land,Residential Flats,Jumeirah Second,7108.8
2/5/18,17728789,COMPLETED,Land,,Al Satwa,1372.55
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,258139,COMPLETED,Unit,Office,Business Bay,39.97
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
3/5/18,1331386,COMPLETED,Unit,Flat,Al Thanyah Third,123.69
9/5/18,4083203,COMPLETED,Land,Plants shop,Al Warsan Third,4741.78
14-05-2018,1309966,COMPLETED,Unit,Flat,Al Thanyah Fifth,121.7
15-05-2018,8095400,COMPLETED,Unit,Office,Burj Khalifa,313.37
15-05-2018,1761749,COMPLETED,Unit,Flat,Dubai Investment Park Second,204.59
17-05-2018,5283611,COMPLETED,Land,Residential,Wadi Al Safa 6,1227.16
17-05-2018,4558640,COMPLETED,Unit,Shop,Burj Khalifa,529.39
17-05-2018,17000000,COMPLETED,Land,Commercial,Dubai Investment Park Second,22000
16-01-2018,15807820,COMPLETED,Land,Industrial,Jabal Ali Industrial First,12238.3
17-01-2018,1030751,COMPLETED,Unit,Flat,Al Hebiah Fourth,95.76
18-01-2018,3174209,COMPLETED,Unit,Flat,Al Jadaf,163.83
18-01-2018,3630878,COMPLETED,Unit,Flat,Al Jadaf,187.4
22-01-2018,32000000,COMPLETED,Land,Residential,Al Saffa Second,1912.69
23-01-2018,1721276,COMPLETED,Unit,Office,Al Thanyah Fifth,133.26
24-01-2018,1262127,COMPLETED,Land,,Saih Shuaib 1,977.13
30-01-2018,2955982,COMPLETED,Unit,Flat,Burj Khalifa,137.31
30-01-2018,1179196,COMPLETED,Unit,Flat,Burj Khalifa,84.27
1/2/18,299505,COMPLETED,Unit,Flat,Wadi Al Safa 5,39.75
1/2/18,17205491,COMPLETED,Land,Sports Club,Nad Al Shiba First,3996.11
4/2/18,28000000,COMPLETED,Land,Commercial,Palm Jumeirah,1248.4
5/2/18,48322107,COMPLETED,Land,Commercial,Jabal Ali First,12826.5
5/2/18,14000000,COMPLETED,Land,Residential,Wadi Al Safa 3,1810.62
7/2/18,60000000,COMPLETED,Land,,Nadd Hessa,3915.31
7/2/18,46823100,COMPLETED,Land,Commercial / Offices / Residential,Al Jafliya,2558.81
7/2/18,13986131,COMPLETED,Land,Residential,Wadi Al Safa 7,9281.11
11/2/18,12000000,COMPLETED,Land,Commercial,Palm Jumeirah,622.38
13-02-2018,954327,COMPLETED,Unit,Office,Al Thanyah Fifth,88.66
13-02-2018,36000078,COMPLETED,Land,Commercial,Al Manara,1393.55
13-02-2018,1372112,COMPLETED,Land,Commercial,Nad Al Shiba First,364.21
13-02-2018,1905813,COMPLETED,Unit,Office,Al Thanyah Fifth,160.96
13-02-2018,1721276,COMPLETED,Unit,Office,Al Thanyah Fifth,133.26
13-02-2018,1732557,COMPLETED,Unit,Office,Al Thanyah Fifth,160.96
13-02-2018,1051299,COMPLETED,Unit,Flat,Business Bay,75.13
14-02-2018,38210873,COMPLETED,Land,Agricultural,Al Khawaneej Second,25276.07
14-02-2018,12289790,COMPLETED,Land,General Use,Al Barsha South Fourth,2230
14-02-2018,1384884,COMPLETED,Unit,Office,Al Thanyah Fifth,192.03
18-02-2018,1612001,COMPLETED,Unit,Flat,Business Bay,83.2
18-02-2018,8000000,COMPLETED,Land,Residential,Um Suqaim Second,1082.6
18-02-2018,945124,COMPLETED,Unit,Flat,Al Thanyah Third,51.65
19-02-2018,11000000,COMPLETED,Land,Commercial,Al Muteena,907.98
19-02-2018,3999994,COMPLETED,Land,,Jabal Ali Industrial First,929.03
20-02-2018,373722,COMPLETED,Unit,Flat,Al Thanyah Fifth,34.72
22-02-2018,1974928,COMPLETED,Unit,Flat,Nadd Hessa,262.11
22-02-2018,871083,COMPLETED,Unit,Flat,Al Hebiah Fourth,109.36
25-02-2018,1065539,COMPLETED,Unit,Flat,Marsa Dubai,61.87
27-02-2018,199648279,COMPLETED,Land,Commercial,Al Kifaf,12365.3
27-02-2018,1080157,COMPLETED,Unit,Office,Al Thanyah First,100.35
27-02-2018,1035702,COMPLETED,Unit,Office,Al Thanyah First,96.22
27-02-2018,1102008,COMPLETED,Unit,Office,Al Thanyah First,102.38
28-02-2018,8415819,COMPLETED,Land,Commercial,Wadi Al Safa 5,3909.28
1/3/18,8500000,COMPLETED,Land,Commercial,Dubai Investment Park Second,4938.49
5/3/18,34499967,COMPLETED,Land,Commercial,Al Mamzer,2136.77
5/3/18,6828725,COMPLETED,Land,Commercial,Port Saeed,845.85
6/3/18,1459240,COMPLETED,Unit,Flat,Wadi Al Safa 7,169.46
7/3/18,13473345,COMPLETED,Land,Residential,Jabal Ali First,3129.29
7/3/18,1159228,COMPLETED,Unit,Flat,Al Thanyah Fifth,134.62
11/3/18,7000000,COMPLETED,Land,Commercial,Al Thanyah Fifth,988.83
11/3/18,557419,COMPLETED,Unit,Flat,Al Warsan First,86.31
11/3/18,290625,COMPLETED,Unit,Flat,Al Warsan First,45
22-03-2018,19767041,COMPLETED,Land,Commercial,Port Saeed,1224.28
28-03-2018,2454944,COMPLETED,Unit,Flat,Palm Jumeirah,190.06
29-03-2018,423935,COMPLETED,Unit,Office,Business Bay,47.74
1/4/18,50000000,COMPLETED,Land,Commercial,Mankhool,1328.51
1/4/18,2000000,COMPLETED,Building,Villa,Al Yelayiss 1,361.44
4/4/18,752332,COMPLETED,Unit,Flat,Business Bay,60.7
4/4/18,6426532,COMPLETED,Land,,Ras Al Khor Industrial Third,1990.15
10/4/18,2100000,COMPLETED,Building,Villa,Wadi Al Safa 6,298.07
11/4/18,6002704,COMPLETED,Unit,Office,Burj Khalifa,557.67
11/4/18,22000000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,4626.57
19-04-2018,1800000,COMPLETED,Building,Villa,Al Thanayah Fourth,186.08
25-04-2018,8750055,COMPLETED,Land,,Ras Al Khor Industrial First,3251.63
29-04-2018,1013571,COMPLETED,Unit,Office,Nad Al Shiba,134.52
29-04-2018,632766,COMPLETED,Unit,Office,Nad Al Shiba,83.98
29-04-2018,2437743,COMPLETED,Unit,Flat,Burj Khalifa,133.22
29-04-2018,1877439,COMPLETED,Unit,Flat,Marsa Dubai,174.42
29-04-2018,727499,COMPLETED,Unit,Flat,Al Thanyah Fifth,51.99
30-04-2018,12000000,COMPLETED,Land,Commercial,Palm Jumeirah,623.04
2/5/18,181000,COMPLETED,Unit,Office,Business Bay,25.87
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,264081,COMPLETED,Unit,Office,Business Bay,40.89
2/5/18,878926,COMPLETED,Unit,Office,Al Thanyah Fifth,163.31
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,204368,COMPLETED,Unit,Office,Business Bay,29.21
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
3/5/18,175000000,COMPLETED,Land,Commercial,Al Nahda First,2322.58
13-05-2018,149756859,COMPLETED,Land,Industrial,Al Goze Industrial First,46376.27
14-05-2018,578505,COMPLETED,Unit,Flat,Mirdif,35.83
15-01-2018,387500,COMPLETED,Unit,Flat,Jabal Ali,45
17-01-2018,884017,COMPLETED,Unit,Flat,Me'Aisem First,102.66
23-01-2018,1490972,COMPLETED,Unit,Office,Al Thanyah Fifth,115.43
24-01-2018,8000247,COMPLETED,Land,,Al Barsha Third,929.06
25-01-2018,2199872,COMPLETED,Unit,Flat,Marsa Dubai,81.75
25-01-2018,11818762,COMPLETED,Land,Commercial,Al Barsha South Fourth,2745
25-01-2018,4201882,COMPLETED,Unit,Flat,Marsa Dubai,177.44
29-01-2018,289567492,COMPLETED,Land,Residential,Al Khairan First,24951.58
29-01-2018,22517144,COMPLETED,Land,,Al Khawaneej First,17432.61
30-01-2018,1067111,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,165.23
30-01-2018,12500000,COMPLETED,Land,Commercial,Palm Jumeirah,657.63
30-01-2018,1275392,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,98.74
6/2/18,465000,COMPLETED,Unit,Shop,Al Warsan First,48
6/2/18,468746,COMPLETED,Unit,Flat,Jabal Ali,45.84
13-02-2018,1490972,COMPLETED,Unit,Office,Al Thanyah Fifth,115.43
13-02-2018,937363,COMPLETED,Unit,Flat,Business Bay,72.57
19-02-2018,505042,COMPLETED,Unit,Flat,Al Barsha South Fourth,46.92
20-02-2018,133028338,COMPLETED,Land,Commercial,Al Kheeran,123587.49
20-02-2018,12402757,COMPLETED,Land,Residential,Wadi Al Safa 5,11522.55
20-02-2018,9000000,COMPLETED,Land,Commercial,Al Mararr,176.85
22-02-2018,713991,COMPLETED,Unit,Flat,Al Hebiah Fourth,94.76
1/3/18,449112,COMPLETED,Unit,Flat,Me'Aisem First,46.36
4/3/18,1685368,COMPLETED,Land,Residential,Hadaeq Sheikh Mohammed Bin Rashid,389.01
4/3/18,10339705,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,3201.97
4/3/18,9603454,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,3583.43
6/3/18,1557105,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,48.22
6/3/18,966425,COMPLETED,Unit,Flat,Marsa Dubai,49.88
8/3/18,13377579,COMPLETED,Land,Commercial,Al Qusais Industrial Fifth,1380.91
8/3/18,3128484,COMPLETED,Unit,Flat,Burj Khalifa,161.47
8/3/18,2253487,COMPLETED,Unit,Flat,Marsa Dubai,149.54
11/3/18,1142114,COMPLETED,Unit,Office,Al Thanyah Third,96.46
12/3/18,907073,COMPLETED,Unit,Flat,Al Hebiah Fourth,112.36
13-03-2018,1457001,COMPLETED,Unit,Flat,Marsa Dubai,75.2
13-03-2018,400000,COMPLETED,Land,Commercial,Al Twar Fourth,32.08
14-03-2018,23711057,COMPLETED,Land,Commercial,Al Qusais Industrial First,2318.77
14-03-2018,2428852,COMPLETED,Unit,Flat,Al Thanyah Third,188.04
14-03-2018,75384465,COMPLETED,Land,Hospital,Al Jadaf,21885.79
14-03-2018,44388978,COMPLETED,Land,Residential Flats,Um Hurair Second,2749.25
14-03-2018,6700000,COMPLETED,Land,Residential,Wadi Al Safa 6,1011.71
14-03-2018,9788376,COMPLETED,Land,Industrial,Um Ramool,2526.03
26-03-2018,322919583,COMPLETED,Land,Commercial,Marsa Dubai,16666.8
26-03-2018,2801627,COMPLETED,Unit,Flat,Nad Al Shiba First,260.28
26-03-2018,976630,COMPLETED,Unit,Flat,Nad Al Shiba First,75.61
27-03-2018,87145449,COMPLETED,Land,Residential,Business Bay,5397.39
29-03-2018,425271,COMPLETED,Unit,Office,Business Bay,47.89
29-03-2018,2800013,COMPLETED,Land,Residential,Al Bada,260.13
2/4/18,20000000,COMPLETED,Building,Villa,Palm Jumeirah,412.76
9/4/18,5623599,COMPLETED,Land,Commercial,Muhaisanah Fourth,1161
9/4/18,14032210,COMPLETED,Land,Agricultural,Wadi Al Amardi,11142.19
9/4/18,2000000,COMPLETED,Building,Villa,Al Thanayah Fourth,173
12/4/18,793837,COMPLETED,Unit,Flat,Nad Al Shiba,73.75
15-04-2018,10754356,COMPLETED,Land,Industrial,Muhaisanah Second,3700.42
15-04-2018,869725,COMPLETED,Unit,Office,Al Thanyah Fifth,310.77
15-04-2018,870257,COMPLETED,Unit,Office,Al Thanyah Fifth,310.96
15-04-2018,921891,COMPLETED,Unit,Office,Al Thanyah Fifth,329.41
16-04-2018,16000000,COMPLETED,Land,Residential,Wadi Al Safa 3,1524.72
19-04-2018,5074576,COMPLETED,Unit,Office,Burj Khalifa,392.87
23-04-2018,549863,COMPLETED,Unit,Office,Al Thanyah Fifth,185.76
24-04-2018,140000000,COMPLETED,Land,Commercial,Al Nahda First,2322.58
24-04-2018,29700000,COMPLETED,Land,,Al Khawaneej Second,20438.67
24-04-2018,4200009,COMPLETED,Land,Residential,Al Barsha Second,1393.55
24-04-2018,627053,COMPLETED,Unit,Shop,Al Thanyah Fifth,215.76
25-04-2018,9069705,COMPLETED,Land,Residential,Al Barsha South Fourth,2808.68
25-04-2018,8718836,COMPLETED,Land,General Use,Al Barsha South Fourth,2250.02
2/5/18,318137,COMPLETED,Unit,Office,Business Bay,49.26
2/5/18,1024185,COMPLETED,Unit,Office,Al Thanyah Fifth,95.15
3/5/18,266148,COMPLETED,Unit,Office,Business Bay,41.21
3/5/18,69999902,COMPLETED,Land,Residential,Madinat Dubai Almelaheyah,3717.52
3/5/18,13143561,COMPLETED,Land,Commercial,Al Khabeesi,2035.09
17-01-2018,499477,COMPLETED,Unit,Flat,Me'Aisem First,66.29
18-01-2018,3628725,COMPLETED,Unit,Flat,Marsa Dubai,240.8
21-01-2018,739953,COMPLETED,Unit,Flat,Al Hebiah Fourth,85.93
28-01-2018,5916350,COMPLETED,Land,,Jumeirah First,985.41
30-01-2018,22000000,COMPLETED,Land,Residential,Al Bada,2716.58
31-01-2018,1305069,COMPLETED,Unit,Flat,Al Thanyah Third,80.83
31-01-2018,48000000,COMPLETED,Land,Commercial,Oud Metha,3716.05
4/2/18,589894,COMPLETED,Unit,Flat,Wadi Al Safa 5,78.29
4/2/18,24000052,COMPLETED,Land,Commercial,Al Barsha First,1393.55
12/2/18,4502883,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,1045.83
12/2/18,1429585,COMPLETED,Unit,Flat,Al Thanyah Third,98.38
14-02-2018,775762,COMPLETED,Unit,Office,Al Thanyah Fifth,126.44
15-02-2018,21984194,COMPLETED,Land,,Nazwah,40848.01
26-02-2018,733672,COMPLETED,Unit,Office,Al Thanyah Fifth,59.27
27-02-2018,1550755,COMPLETED,Unit,Flat,Palm Jumeirah,144.07
27-02-2018,3459732,COMPLETED,Unit,Office,Al Thanyah First,321.42
28-02-2018,2490766,COMPLETED,Unit,Flat,Trade Center Second,178
7/3/18,2300000,COMPLETED,Building,Villa,Al Thanayah Fourth,207
15-03-2018,9683863,COMPLETED,Land,,Al Warqa First,1551.14
18-03-2018,8000000,COMPLETED,Land,Residential,Mirdif,1393.55
20-03-2018,1490800,COMPLETED,Unit,Office,Business Bay,138.5
21-03-2018,45000000,COMPLETED,Land,Commercial,Al Khabeesi,5937.9
21-03-2018,145000000,COMPLETED,Land,Commercial,Mankhool,3070.44
25-03-2018,2100000,COMPLETED,Building,Villa,Wadi Al Safa 6,172.24
25-03-2018,2600000,COMPLETED,Unit,Flat,Palm Jumeirah,193.85
28-03-2018,5000000,COMPLETED,Land,Commercial,Al Ras,29.36
28-03-2018,12000000,COMPLETED,Land,Commercial,Abu Hail,2839.73
2/4/18,13000000,COMPLETED,Building,Villa,Palm Jumeirah,368.56
3/4/18,924575,COMPLETED,Unit,Office,Al Thanyah Fifth,95.44
8/4/18,4650004,COMPLETED,Land,Residential,Um Suqaim Third,864
8/4/18,350000000,COMPLETED,Land,Commercial,Trade Center First,1003.35
8/4/18,53064659,COMPLETED,Land,Commercial,Al Suq Al Kabeer,3791.28
8/4/18,2500023,COMPLETED,Land,Residential,Al Bada,232.26
12/4/18,2515496,COMPLETED,Land,Residential,Wadi Al Safa 5,934.79
19-04-2018,22623112,COMPLETED,Land,,Al Barshaa South First,10508.79
19-04-2018,5000000,COMPLETED,Land,Residential,Wadi Al Safa 6,721.58
19-04-2018,3636303,COMPLETED,Unit,Flat,Al Jadaf,187.68
22-04-2018,2045299,COMPLETED,Unit,Office,Al Thanyah Fifth,844.51
23-04-2018,2161307,COMPLETED,Unit,Office,Al Thanyah Fifth,892.41
2/5/18,263823,COMPLETED,Unit,Office,Business Bay,40.85
3/5/18,266148,COMPLETED,Unit,Office,Business Bay,41.21
3/5/18,23585965,COMPLETED,Land,Commercial,Al Jadaf,2191.21
3/5/18,1298169,COMPLETED,Unit,Flat,Marsa Dubai,109.64
7/5/18,51239952,COMPLETED,Land,Commercial,Al Raffa,3967.68
8/5/18,1999997,COMPLETED,Land,,Al Ttay,1858.06
8/5/18,41089543,COMPLETED,Land,School,Jumeirah First,11929.21
9/5/18,75000000,COMPLETED,Land,Commercial,Al Murqabat,2276.45
9/5/18,1850000,COMPLETED,Building,Villa,Al Thanayah Fourth,258.01
17-05-2018,36937442,COMPLETED,Land,,Al Satwa,2859.67
17-05-2018,525000,COMPLETED,Unit,Shop,Al Thanyah Fifth,40.72
23-05-2018,2179528,COMPLETED,Unit,Flat,Trade Center Second,134.99
23-05-2018,42887212,COMPLETED,Land,School,Al Warqa Fourth,23437.39
23-05-2018,24000000,COMPLETED,Land,Commercial,Oud Metha,1858.01
23-05-2018,724442,COMPLETED,Unit,Flat,Business Bay,39.59
26-05-2018,1144633,COMPLETED,Unit,Flat,Palm Jumeirah,106.34
27-05-2018,1018480,COMPLETED,Unit,Office,Business Bay,94.62
28-05-2018,792761,COMPLETED,Unit,Flat,Al Barsha South Fifth,73.65
28-05-2018,8220394,COMPLETED,Land,,Al Warqa First,1689.76
28-05-2018,792761,COMPLETED,Unit,Flat,Al Barsha South Fifth,73.65
28-05-2018,30000000,COMPLETED,Land,Commercial,Mankhool,743.22
28-05-2018,3975624,COMPLETED,Land,Commercial,Al Hamriya,307.79
28-05-2018,35000000,COMPLETED,Land,Commercial,Dubai Investment Park Second,2853.59
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,510
29-05-2018,1300000,COMPLETED,Unit,Flat,Marsa Dubai,83.1
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,510
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,509.99
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,510
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,510
29-05-2018,730000,COMPLETED,Unit,Flat,Marsa Dubai,67.08
29-05-2018,4500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,510
15-01-2018,1702095,COMPLETED,Unit,Flat,Al Thanyah Fifth,158.13
17-01-2018,1088197,COMPLETED,Unit,Flat,Al Hebiah Fourth,112.33
17-01-2018,782061,COMPLETED,Unit,Flat,Me'Aisem First,90.82
22-01-2018,7529760,COMPLETED,Land,Government Housing,Al Rashidiya,3885.86
23-01-2018,1905813,COMPLETED,Unit,Office,Al Thanyah Fifth,160.96
24-01-2018,1721276,COMPLETED,Unit,Office,Al Thanyah Fifth,133.26
24-01-2018,13800000,COMPLETED,Land,Commercial,Wadi Al Safa 3,3530.93
30-01-2018,987609,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,152.92
30-01-2018,656501,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,87.13
30-01-2018,7000000,COMPLETED,Land,Commercial,Al Thanyah Fifth,1302.77
31-01-2018,3000000,COMPLETED,Land,Commercial,Abu Hail,231.85
31-01-2018,1417777,COMPLETED,Unit,Flat,Marsa Dubai,77.48
31-01-2018,891681,COMPLETED,Unit,Flat,Marsa Dubai,41.42
1/2/18,305694544,COMPLETED,Land,Commercial,Palm Jumeirah,28399.98
5/2/18,10500000,COMPLETED,Land,Residential,Mirdif,1393.55
11/2/18,4318229,COMPLETED,Unit,Flat,Al Thanyah Fifth,573.11
13-02-2018,1721276,COMPLETED,Unit,Office,Al Thanyah Fifth,133.26
13-02-2018,1721276,COMPLETED,Unit,Office,Al Thanyah Fifth,133.26
13-02-2018,2299136,COMPLETED,Unit,Office,Al Thanyah Fifth,237.33
13-02-2018,974692,COMPLETED,Unit,Flat,Business Bay,75.46
13-02-2018,934005,COMPLETED,Unit,Flat,Business Bay,72.31
13-02-2018,971258,COMPLETED,Unit,Flat,Business Bay,69.41
20-02-2018,22302275,COMPLETED,Land,Residential,Jabal Ali Industrial Third,2877.71
20-02-2018,5759978,COMPLETED,Land,Industrial,Al Nahda First,1337.8
1/3/18,446400,COMPLETED,Unit,Flat,Me'Aisem First,46.08
1/3/18,2452748,COMPLETED,Unit,Flat,Palm Jumeirah,189.89
1/3/18,449112,COMPLETED,Unit,Flat,Me'Aisem First,46.36
1/3/18,988018,COMPLETED,Unit,Flat,Burj Khalifa,91.79
4/3/18,10206050,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,3147.95
4/3/18,29924933,COMPLETED,Land,Residential,Al Thanayah Fourth,3475.15
7/3/18,7010501,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1860.85
11/3/18,2500000,COMPLETED,Land,Residential,Al Qusais Second,1035.5
12/3/18,853684,COMPLETED,Unit,Flat,Al Hebiah Fourth,79.31
14-03-2018,8697209,COMPLETED,Land,,Al Warqa First,1393.1
15-03-2018,2478000,COMPLETED,Land,,Al Satwa,191.84
15-03-2018,630441,COMPLETED,Unit,Office,Business Bay,58.57
21-03-2018,9000000,COMPLETED,Land,Commercial,Al Khabeesi,373.62
21-03-2018,38000000,COMPLETED,Land,Industrial,Jabal Ali Industrial First,9290.3
21-03-2018,1073160,COMPLETED,Unit,Office,Al Thanyah First,99.7
21-03-2018,24500000,COMPLETED,Land,Residential,Wadi Al Safa 3,10033.52
22-03-2018,3000000,COMPLETED,Land,Residential,Mirdif,696.31
22-03-2018,10406522,COMPLETED,Land,Commercial,Al Jadaf,1137.41
26-03-2018,1534071,COMPLETED,Unit,Flat,Nad Al Shiba First,142.52
26-03-2018,1063430,COMPLETED,Unit,Flat,Nad Al Shiba First,82.33
29-03-2018,321169,COMPLETED,Unit,Office,Business Bay,34.1
29-03-2018,443124,COMPLETED,Unit,Office,Business Bay,49.91
2/4/18,920700,COMPLETED,Unit,Flat,Al Hebiah Fourth,95.04
9/4/18,3516759,COMPLETED,Land,Commercial,Hor Al Anz,233.42
17-04-2018,32642646,COMPLETED,Unit,Office,Marsa Dubai,2527.17
17-04-2018,7999988,COMPLETED,Land,Commercial,Al Nahda Second,929.03
17-04-2018,1083440,COMPLETED,Unit,Office,Al Thanyah Fifth,402.62
17-04-2018,7465464,COMPLETED,Land,Residential,Um Suqaim Third,1387.13
17-04-2018,1061885,COMPLETED,Unit,Office,Al Thanyah Fifth,394.61
17-04-2018,16750867,COMPLETED,Land,Residential,Wadi Al Safa 3,4322.8
17-04-2018,64621934,COMPLETED,Land,Commercial,Wadi Al Safa 5,30017.9
18-04-2018,1540873,COMPLETED,Unit,Flat,Dubai Investment Park First,178.94
18-04-2018,303649,COMPLETED,Unit,Office,Business Bay,40.3
19-04-2018,1366724,COMPLETED,Unit,Office,Al Thanyah Fifth,115.43
24-04-2018,7200000,COMPLETED,Unit,Flat,Burj Khalifa,178.97
25-04-2018,6263847,COMPLETED,Land,Commercial,Al Barsha South Fourth,2155.3
25-04-2018,408877,COMPLETED,Unit,Flat,Al Warsan First,41.37
25-04-2018,8085011,COMPLETED,Land,,Jabal Ali Industrial First,6828.39
26-04-2018,3700000,COMPLETED,Land,Residential,Al Rashidiya,1414.36
26-04-2018,103869858,COMPLETED,Land,Commercial,Al Garhoud,14845.9
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,30000000,COMPLETED,Land,Commercial,Naif,449.29
3/5/18,23585965,COMPLETED,Land,Commercial,Al Jadaf,2191.21
7/5/18,21976008,COMPLETED,Land,Organizations,Al Garhoud,2041.64
8/5/18,6801103,COMPLETED,Land,Residential,Al Barshaa South Third,1504.39
9/5/18,130000000,COMPLETED,Land,Commercial,Al Buteen,1918.03
15-05-2018,29657999,COMPLETED,Land,Agricultural,Al Khawaneej Second,27553.17
14-01-2018,930668,COMPLETED,Unit,Office,Al Thanyah Fifth,101.72
15-01-2018,805807,COMPLETED,Unit,Flat,Dubai Investment Park First,124.77
15-01-2018,3450007,COMPLETED,Land,Residential,Al Mizhar First,1393.55
17-01-2018,14660388,COMPLETED,Land,Residential,Wadi Al Safa 3,3404.99
17-01-2018,1286942,COMPLETED,Unit,Flat,Burj Khalifa,70.33
21-01-2018,10634491,COMPLETED,Land,Industrial,Al Goze Industrial First,3951.91
23-01-2018,7500000,COMPLETED,Land,Residential,Wadi Al Safa 5,1528.42
28-01-2018,1580097,COMPLETED,Unit,Flat,Marsa Dubai,122.33
31-01-2018,4138659,COMPLETED,Land,Airport,Madinat Al Mataar,2136.08
31-01-2018,1702848,COMPLETED,Unit,Flat,Al Thanyah Fifth,158.2
1/2/18,60000000,COMPLETED,Land,Commercial,Al Goze First,11993.78
6/2/18,706111,COMPLETED,Unit,Flat,Jabal Ali,82
6/2/18,1190594,COMPLETED,Unit,Flat,Al Thanyah Fifth,73.74
12/2/18,110965475,COMPLETED,Land,Residential,Burj Khalifa,5154.52
15-02-2018,247440912,COMPLETED,Land,Sports Club,Al Mamzer,143675.22
25-02-2018,4670047,COMPLETED,Unit,Office,Burj Khalifa,197.21
27-02-2018,15000000,COMPLETED,Land,Residential,Al Ras,189.42
27-02-2018,807184,COMPLETED,Unit,Office,Al Thanyah First,74.99
5/3/18,34136761,COMPLETED,Land,Commercial,Madinat Dubai Almelaheyah,9098.71
6/3/18,1372817,COMPLETED,Unit,Office,Al Thanyah Third,141.71
